GO_term,description,source,sink,avg_pvalue,avg_pvalue_adj,avg_qvalue
MMS22L,TRAIP,GO:0031297,replication fork processing,0.363006464962966,0.531790972104941,0.356128675349146
PARP1,SRC,GO:0033146,regulation of intracellular estrogen receptor signaling pathway,0.0680394336570113,0.17092479797262,0.114464564235395
PARK7,PLAUR,GO:2001267,regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,0.00331336061107796,0.020370833555525,0.0136418975695876
LRRK2,PLEKHM1,GO:1902774,late endosome to lysosome transport,0.411111116324451,0.580577519005739,0.388799948902115
FGF10,CTNNA1,GO:0008589,regulation of smoothened signaling pathway,0.787949009791518,0.836197954890512,0.559983312289208
HSPA5,YAP1,GO:0071480,cellular response to gamma radiation,0.11932386121109,0.253708433357586,0.169902937499876
VIPR2,GRM3,GO:0045761,regulation of adenylate cyclase activity,0.281352333763765,0.442125095914488,0.296081417334722
ERCC1,MSH2,GO:0006312,mitotic recombination,0.0219410341838372,0.0789770070500024,0.0528891582954651
CENPE,MAD1L1,GO:0051315,attachment of mitotic spindle microtubules to kinetochore,0.388313271336763,0.556783815126838,0.372865830632859
TREM2,CDK5,GO:0034349,glial cell apoptotic process,0.00246636519602111,0.0162612882078838,0.0108898257637243
HEYL,ROBO1,GO:0003184,pulmonary valve morphogenesis,0.00331336061107796,0.020370833555525,0.0136418975695876
NOTCH1,PSEN1,GO:0001756,somitogenesis,0.408695909059352,0.580577519005739,0.388799948902115
GHR,SRR,GO:0014072,response to isoquinoline alkaloid,0.0982641658746686,0.222488722113451,0.148995786018631
FERMT2,YAP1,GO:2000648,positive regulation of stem cell proliferation,0.464488441427422,0.640194925871464,0.428724410294912
CSNK2A1,FKBP5,GO:0061077,chaperone-mediated protein folding,0.471833260293148,0.640194925871464,0.428724410294912
OTC,ARG2,GO:0006525,arginine metabolic process,0.0345210266223321,0.106062564822355,0.0710277584533052
VDR,YAP1,GO:0010837,regulation of keratinocyte proliferation,0.333608218823728,0.498973632213267,0.334151627228445
PKDCC,MAF,GO:0032330,regulation of chondrocyte differentiation,0.674385027456282,0.754349102994164,0.505170942892793
TRAF2,SH3RF1,GO:0051865,protein autoubiquitination,0.578937400855446,0.696757484271017,0.466603107102154
ALDH1A2,WNT3,GO:0035136,forelimb morphogenesis,0.232874995513615,0.389733458287901,0.260995894100892
VPS13C,AP4M1,GO:0006895,Golgi to endosome transport,0.0890140265647768,0.205975942160881,0.137937541784879
KCNJ3,KCNQ1,GO:0099624,atrial cardiac muscle cell membrane repolarization,0.0286039492507729,0.0937459059380528,0.0627795638744619
KIAA1217,COL11A1,GO:0048706,embryonic skeletal system development,0.914819553240126,0.93140668034947,0.623742494106774
MSX2,CACNA1G,GO:0003161,cardiac conduction system development,0.0825006479745693,0.196217757344922,0.131402700814254
AKT1,RELN,GO:0048265,response to pain,0.108563491611547,0.238040292503415,0.159410329425893
GHRL,RXRA,GO:0032104,regulation of response to extracellular stimulus,0.0295425265634473,0.0950260428903903,0.0636368433339024
CST3,MANBA,GO:0006516,glycoprotein catabolic process,0.0492267947051776,0.135373685439238,0.0906567689214068
MSH2,NECTIN2,GO:0002714,positive regulation of B cell mediated immunity,0.125029329746913,0.263747022607441,0.176625559130278
ROBO1,NOS3,GO:0003184,pulmonary valve morphogenesis,0.00331336061107796,0.020370833555525,0.0136418975695876
PPARG,BCL3,GO:1904893,negative regulation of receptor signaling pathway via STAT,0.349274226754344,0.515345555791694,0.345115543057674
MMP9,NANOG,GO:0035987,endodermal cell differentiation,0.37769538107563,0.546074538210377,0.365694064276784
SOD1,ABCD2,GO:0043217,myelin maintenance,0.00435094534626705,0.0251652071206218,0.0168525837158917
IL10,CD33,GO:0032717,negative regulation of interleukin-8 production,0.219088023075904,0.376414066010509,0.252076191102874
IL10,WNT7B,GO:0060711,labyrinthine layer development,0.175631013654757,0.324405729917203,0.217247356444946
FAM47E,ESR1,GO:0071168,protein localization to chromatin,0.256682076667326,0.413270760248649,0.276758305665336
HEYL,TGFB2,GO:0003184,pulmonary valve morphogenesis,0.00331336061107796,0.020370833555525,0.0136418975695876
BCL2,RAPGEF2,GO:0006582,melanin metabolic process,0.0703320634949952,0.174822026292787,0.117074452014612
MSX2,MTHFD1L,GO:1904888,cranial skeletal system development,0.496508242273811,0.657176337623939,0.440096486900556
RASIP1,DLC1,GO:0035024,negative regulation of Rho protein signal transduction,0.433480431904411,0.605783509482912,0.405679844331644
RYR2,ADCY8,GO:0071312,cellular response to alkaloid,0.205530710315188,0.360657460719747,0.241524340348456
JCAD,SPRY2,GO:1900746,regulation of vascular endothelial growth factor signaling pathway,0.0255613833357577,0.0875711308237231,0.0586444532814014
IL18,NECTIN2,GO:0042267,natural killer cell mediated cytotoxicity,0.50868226374386,0.661365958803866,0.44290218372372
OVOL2,PSEN1,GO:0001947,heart looping,0.585093978118,0.703018971873595,0.470796287134516
PSEN2,TST,GO:1990542,mitochondrial transmembrane transport,0.836890325831406,0.871015950768221,0.583300155561593
VEGFA,FLT4,GO:0090036,regulation of protein kinase C signaling,0.00560063863233742,0.0300194230693286,0.020103344985548
VEGFA,RIN3,GO:0002551,mast cell chemotaxis,0.174282133752023,0.323032838919184,0.216327961648551
IL1A,PRKAA1,GO:0010893,positive regulation of steroid biosynthetic process,0.054344946293367,0.146701092073381,0.0982424831049156
LPL,PID1,GO:0071398,cellular response to fatty acid,0.0680394336570113,0.17092479797262,0.114464564235395
PKHD1,MAP4,GO:0051294,establishment of spindle orientation,0.10696746497827,0.236032999068816,0.158066089321419
TNIP1,AICDA,GO:0045071,negative regulation of viral genome replication,0.293857352237274,0.454031171066816,0.304054653051422
PLCG2,GAPDH,GO:0009620,response to fungus,0.621631900773432,0.723630489843739,0.484599365743745
PPARG,LRP1,GO:0044872,lipoprotein localization,0.00881986541200165,0.041501936527663,0.0277929307854145
SNCA,TRH,GO:0014048,regulation of glutamate secretion,0.0345210266223321,0.106062564822355,0.0710277584533052
GRN,PTN,GO:0048680,positive regulation of axon regeneration,0.00725087606427079,0.0356556841325609,0.0238778246056624
MSX2,PSEN1,GO:0043392,negative regulation of DNA binding,0.232574215644313,0.389733458287901,0.260995894100892
JAM2,ADGRB3,GO:0007520,myoblast fusion,0.209161026137113,0.363646908939428,0.243526307832571
ADNP,PUM3,GO:0010835,regulation of protein ADP-ribosylation,0.0286039492507729,0.0937459059380528,0.0627795638744619
VEGFA,CCDC134,GO:0035162,embryonic hemopoiesis,0.192542879727241,0.345580766779852,0.231427811217458
NOS3,ADAMTS1,GO:0001542,ovulation from ovarian follicle,0.0218135910100526,0.0789770070500024,0.0528891582954651
CYP7B1,CYP46A1,GO:0008206,bile acid metabolic process,0.37769538107563,0.546074538210377,0.365694064276784
EPC2,PARP1,GO:1905168,positive regulation of double-strand break repair via homologous recombination,0.453528995515359,0.629622547105853,0.421644321608593
HMOX1,TGFB2,GO:0002719,negative regulation of cytokine production involved in immune response,0.0680394336570113,0.17092479797262,0.114464564235395
HMOX1,GSTO2,GO:0071243,cellular response to arsenic-containing substance,0.0345210266223321,0.106062564822355,0.0710277584533052
FGF1,SNCA,GO:1902932,positive regulation of alcohol biosynthetic process,0.243390609140602,0.399099093988084,0.267267853593748
KCNQ1,ANK3,GO:2000649,regulation of sodium ion transmembrane transporter activity,0.533344136761433,0.674156960572186,0.451468035261421
CHRNA7,SEMA3A,GO:0140059,dendrite arborization,0.002482218349236,0.0162612882078838,0.0108898257637243
MAPK7,PRNP,GO:0050849,negative regulation of calcium-mediated signaling,0.00881986541200165,0.041501936527663,0.0277929307854145
RAC1,SOD2,GO:0010310,regulation of hydrogen peroxide metabolic process,0.0070834968205077,0.0354234921575177,0.0237223307653447
LRP1,PICALM,GO:0045056,transcytosis,0.00881986541200165,0.041501936527663,0.0277929307854145
IL6,BCL2,GO:0002363,alpha-beta T cell lineage commitment,0.0131296581101498,0.0549804433362521,0.0368191892727062
FBXL3,TP53,GO:0009648,photoperiodism,0.154140134595542,0.296275393440564,0.198409091051124
LOXL1,LOXL3,GO:0018158,protein oxidation,0.221596543948859,0.376414066010509,0.252076191102874
CAMK1,PARK7,GO:0046825,regulation of protein export from nucleus,0.0492267947051776,0.135373685439238,0.0906567689214068
NRP1,LAMA1,GO:0060445,branching involved in salivary gland morphogenesis,0.00881986541200165,0.041501936527663,0.0277929307854145
TREM2,MAPK1,GO:1905523,positive regulation of macrophage migration,0.0791304324606602,0.190352113336619,0.127474608499189
SPRED2,TGFB2,GO:0010719,negative regulation of epithelial to mesenchymal transition,0.261030618454693,0.418216447393715,0.280070323176074
SLC11A2,EPB42,GO:0048821,erythrocyte development,0.219088023075904,0.376414066010509,0.252076191102874
GHRL,CDH1,GO:0099170,postsynaptic modulation of chemical synaptic transmission,0.00246636519602111,0.0162612882078838,0.0108898257637243
PRKCQ,PID1,GO:1900077,negative regulation of cellular response to insulin stimulus,0.125029329746913,0.263747022607441,0.176625559130278
HAVCR2,EPG5,GO:0034162,toll-like receptor 9 signaling pathway,0.115677385674952,0.248882903573983,0.166671386721776
SLC24A4,MSX2,GO:0070166,enamel mineralization,0.0405683586718216,0.118235809554652,0.0791799117402518
EFL1,RHOA,GO:0046039,GTP metabolic process,0.0703320634949952,0.174822026292787,0.117074452014612
RYR2,CASP3,GO:0071312,cellular response to alkaloid,0.205530710315188,0.360657460719747,0.241524340348456
EFL1,ABT1,GO:0042255,ribosome assembly,0.752087715634927,0.811698548669876,0.543576600739253
PPARG,DAB1,GO:1904893,negative regulation of receptor signaling pathway via STAT,0.349274226754344,0.515345555791694,0.345115543057674
DNMT3A,KDM1B,GO:0006349,regulation of gene expression by genomic imprinting,0.0890140265647768,0.205975942160881,0.137937541784879
TNF,XRCC1,GO:0050879,multicellular organismal movement,0.492516851840653,0.653291194252529,0.437494692144761
ERBB3,RHOA,GO:2000672,negative regulation of motor neuron apoptotic process,0.00370596903479874,0.0222735916709208,0.0149161326782875
MAPK7,ABCA1,GO:0034616,response to laminar fluid shear stress,0.000852649428495685,0.00702646459006752,0.00470546823490382
RDX,MAPK1,GO:2000641,regulation of early endosome to late endosome transport,0.00435094534626705,0.0251652071206218,0.0168525837158917
OPRD1,ADCY8,GO:0032793,positive regulation of CREB transcription factor activity,0.0070834968205077,0.0354234921575177,0.0237223307653447
SHANK2,ERC2,GO:0099558,maintenance of synapse structure,0.0471770700875902,0.131515841719353,0.0880732561396295
TREM2,VCP,GO:2001171,positive regulation of ATP biosynthetic process,0.00964826347178884,0.0442349622314674,0.0296231777708766
FAM47E,MSH2,GO:0071168,protein localization to chromatin,0.256682076667326,0.413270760248649,0.276758305665336
NPC1,CYP46A1,GO:0008206,bile acid metabolic process,0.37769538107563,0.546074538210377,0.365694064276784
IL6R,SPI1,GO:0070102,interleukin-6-mediated signaling pathway,0.0219410341838372,0.0789770070500024,0.0528891582954651
KRAS,NPAS4,GO:0032228,regulation of synaptic transmission GABAergic,0.192230163035121,0.345580766779852,0.231427811217458
EIF3E,TNKS1BP1,GO:0000956,nuclear-transcribed mRNA catabolic process,0.904440085038588,0.923550180358073,0.61848116948567
APOE,CRHR1,GO:0042596,fear response,0.134553165732954,0.271779878438334,0.182004985364242
CYP17A1,CYP46A1,GO:0008207,C21-steroid hormone metabolic process,0.205530710315188,0.360657460719747,0.241524340348456
CDK5R1,NRP1,GO:0007413,axonal fasciculation,0.144904219000033,0.287468127598989,0.19251105952721
LRRK2,PDE8A,GO:1903206,negative regulation of hydrogen peroxide-induced cell death,0.0405683586718216,0.118235809554652,0.0791799117402518
HTR2A,TBXAS1,GO:0045907,positive regulation of vasoconstriction,0.055110272832348,0.146761593775756,0.098282999759491
DDAH1,CD34,GO:1900037,regulation of cellular response to hypoxia,0.0890140265647768,0.205975942160881,0.137937541784879
HFE,TGFB2,GO:0002719,negative regulation of cytokine production involved in immune response,0.0680394336570113,0.17092479797262,0.114464564235395
NANOG,YAP1,GO:0035019,somatic stem cell population maintenance,0.421446166664102,0.592389161711863,0.39670994529408
GSK3B,IGF1,GO:0005979,regulation of glycogen biosynthetic process,0.11932386121109,0.253708433357586,0.169902937499876
MTMR2,EPHX2,GO:0046839,phospholipid dephosphorylation,0.15452346949339,0.296275393440564,0.198409091051124
MSX2,SUMO1,GO:0043392,negative regulation of DNA binding,0.232574215644313,0.389733458287901,0.260995894100892
PTK2B,WDR81,GO:0043551,regulation of phosphatidylinositol 3-kinase activity,0.478575834324626,0.640194925871464,0.428724410294912
PHF14,APOD,GO:0010642,negative regulation of platelet-derived growth factor receptor signaling pathway,0.00725087606427079,0.0356556841325609,0.0238778246056624
ERBB4,VEGFA,GO:0060749,mammary gland alveolus development,0.0345210266223321,0.106062564822355,0.0710277584533052
CHRM1,PRKD3,GO:0007205,protein kinase C-activating G protein-coupled receptor signaling pathway,0.0884467888302084,0.205975942160881,0.137937541784879
AKT1,SOD1,GO:0043217,myelin maintenance,0.00435094534626705,0.0251652071206218,0.0168525837158917
FGF10,NRP1,GO:0060445,branching involved in salivary gland morphogenesis,0.00881986541200165,0.041501936527663,0.0277929307854145
TGFB2,SPRY2,GO:0010719,negative regulation of epithelial to mesenchymal transition,0.261030618454693,0.418216447393715,0.280070323176074
TLR4,ARG2,GO:0032700,negative regulation of interleukin-17 production,0.0471770700875902,0.131515841719353,0.0880732561396295
ABHD12,PNPLA7,GO:0046475,glycerophospholipid catabolic process,0.061381639276811,0.160419390592233,0.107429324807446
VEGFA,BTG1,GO:0045601,regulation of endothelial cell differentiation,0.175631013654757,0.324405729917203,0.217247356444946
BCAS3,APOD,GO:0051895,negative regulation of focal adhesion assembly,0.0197115407857904,0.0738697207776114,0.0494689214162716
NRIP1,ADAMTS1,GO:0001542,ovulation from ovarian follicle,0.0218135910100526,0.0789770070500024,0.0528891582954651
CAMK2A,PTGS2,GO:1990776,response to angiotensin,0.0492267947051776,0.135373685439238,0.0906567689214068
SOD1,CNTF,GO:0010623,programmed cell death involved in cell development,0.0157383588187803,0.0623966258855306,0.0417856430223212
NRP1,CELSR2,GO:0097475,motor neuron migration,0.000852649428495685,0.00702646459006752,0.00470546823490382
NCS1,NOS3,GO:0031284,positive regulation of guanylate cyclase activity,0.174282133752023,0.323032838919184,0.216327961648551
ERCC1,BRCA2,GO:0000722,telomere maintenance via recombination,0.0125064503869282,0.0532020429158216,0.0356282337672725
PARK7,NOS3,GO:0051349,positive regulation of lyase activity,0.209161026137113,0.363646908939428,0.243526307832571
SCARB1,TREM2,GO:0032490,detection of molecule of bacterial origin,0.00528219094557074,0.0288903504778155,0.0193472299939809
SOD1,FEZ1,GO:0008089,anterograde axonal transport,0.197756158695495,0.349007360648242,0.233722525493029
FGF1,NGFR,GO:0110110,positive regulation of animal organ morphogenesis,0.061381639276811,0.160419390592233,0.107429324807446
XRCC1,PUM3,GO:0010835,regulation of protein ADP-ribosylation,0.0286039492507729,0.0937459059380528,0.0627795638744619
ERBB4,CDK1,GO:0060045,positive regulation of cardiac muscle cell proliferation,0.11932386121109,0.253708433357586,0.169902937499876
RHPN2,CD34,GO:0003094,glomerular filtration,0.278372200492625,0.43790888316556,0.293257912724776
ECHDC3,SORL1,GO:1900078,positive regulation of cellular response to insulin stimulus,0.0186708153280529,0.0713898360403373,0.0478081973483013
HAVCR2,IL4I1,GO:0002834,regulation of response to tumor cell,0.00881986541200165,0.041501936527663,0.0277929307854145
FAT1,FRMD4A,GO:0090162,establishment of epithelial cell polarity,0.061381639276811,0.160419390592233,0.107429324807446
DSCAML1,MTHFD1L,GO:0048704,embryonic skeletal system morphogenesis,0.854774335178423,0.884632171355447,0.592418637926566
RORA,ADCY8,GO:0009187,cyclic nucleotide metabolic process,0.10696746497827,0.236032999068816,0.158066089321419
JAM2,IL10,GO:0031645,negative regulation of nervous system process,0.00560063863233742,0.0300194230693286,0.020103344985548
PKDCC,NSF,GO:0043001,Golgi to plasma membrane protein transport,0.246864721128654,0.399099093988084,0.267267853593748
ULK4,FLT4,GO:0090036,regulation of protein kinase C signaling,0.00560063863233742,0.0300194230693286,0.020103344985548
IDE,ECE1,GO:0042447,hormone catabolic process,0.000553525213254686,0.00507744891188784,0.00340025545748969
STXBP6,SNCA,GO:0035542,regulation of SNARE complex assembly,0.221596543948859,0.376414066010509,0.252076191102874
CRADD,PLK2,GO:0006977,DNA damage response signal transduction by p53 class mediator resulting in cell cycle arrest,0.101996775409744,0.226762061770683,0.151857547258058
VCP,USP8,GO:0070536,protein K63-linked deubiquitination,0.43655561089984,0.608350716583657,0.407399046258891
CD34,IL10,GO:0045019,negative regulation of nitric oxide biosynthetic process,0.0890140265647768,0.205975942160881,0.137937541784879
AGT,SORT1,GO:0048011,neurotrophin TRK receptor signaling pathway,0.0157383588187803,0.0623966258855306,0.0417856430223212
APOE,VEGFA,GO:0043117,positive regulation of vascular permeability,0.317834974957327,0.480378111342835,0.321698617376093
MAP3K20,XRCC3,GO:1901978,positive regulation of cell cycle checkpoint,0.115677385674952,0.248882903573983,0.166671386721776
PLA2R1,IL6,GO:1904037,positive regulation of epithelial cell apoptotic process,0.519068139164123,0.663722782153907,0.444480496297098
PTPRO,EFNA5,GO:0031290,retinal ganglion cell axon guidance,0.0108291573008633,0.0479567768000515,0.0321155948327132
ST6GAL1,ST3GAL1,GO:0006054,N-acetylneuraminate metabolic process,0.151298089574326,0.292633037922933,0.195969885961744
TRIM56,MX1,GO:0034340,response to type I interferon,0.780077966881846,0.829008596383447,0.555168757593785
SOD2,PARK7,GO:1902176,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,0.00560063863233742,0.0300194230693286,0.020103344985548
SLC35A3,GMPPB,GO:0009225,nucleotide-sugar metabolic process,0.419387117124266,0.590991023557522,0.395773643034397
PRKD3,PICK1,GO:0007205,protein kinase C-activating G protein-coupled receptor signaling pathway,0.0884467888302084,0.205975942160881,0.137937541784879
IL16,P2RX7,GO:0032610,interleukin-1 alpha production,0.151298089574326,0.292633037922933,0.195969885961744
SPRED2,MAF,GO:0070306,lens fiber cell differentiation,0.075080617955479,0.183719060287371,0.123032599289068
NRG3,ANGPT4,GO:0007171,activation of transmembrane receptor protein tyrosine kinase activity,0.0070834968205077,0.0354234921575177,0.0237223307653447
NRP1,SORL1,GO:1902946,protein localization to early endosome,0.0218135910100526,0.0789770070500024,0.0528891582954651
SLC6A15,SLC7A9,GO:0015804,neutral amino acid transport,0.661934072472055,0.748372634955942,0.501168634171202
TSPO,KCNQ1,GO:0035933,glucocorticoid secretion,0.00528219094557074,0.0288903504778155,0.0193472299939809
ARFGAP2,TMED10,GO:0048194,Golgi vesicle budding,0.0218135910100526,0.0789770070500024,0.0528891582954651
AHCYL1,AQP4,GO:0042044,fluid transport,0.644421509322599,0.737347152779365,0.493785112132293
PDE4B,RORA,GO:0009187,cyclic nucleotide metabolic process,0.10696746497827,0.236032999068816,0.158066089321419
ECE1,RHOA,GO:0001990,regulation of systemic arterial blood pressure by hormone,0.0984520142459282,0.222488722113451,0.148995786018631
NOTCH1,SEC24B,GO:0035909,aorta morphogenesis,0.075080617955479,0.183719060287371,0.123032599289068
VEGFA,JCAD,GO:1903589,positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis,0.160334821459893,0.30465166204561,0.204018493239499
FYN,TYROBP,GO:0002223,stimulatory C-type lectin receptor signaling pathway,0.0108291573008633,0.0479567768000515,0.0321155948327132
APEX1,EXO1,GO:0090502,RNA phosphodiester bond hydrolysis endonucleolytic,0.643468529864037,0.737347152779365,0.493785112132293
ABCB1,ABCA2,GO:0035627,ceramide transport,0.293852952785373,0.454031171066816,0.304054653051422
LRP1,TIMP2,GO:1905049,negative regulation of metallopeptidase activity,0.00964826347178884,0.0442349622314674,0.0296231777708766
LEPR,RANBP2,GO:0006111,regulation of gluconeogenesis,0.661934072472055,0.748372634955942,0.501168634171202
CHAT,RAB38,GO:0006656,phosphatidylcholine biosynthetic process,0.108563491611547,0.238040292503415,0.159410329425893
RAP1A,RAPGEF2,GO:0038180,nerve growth factor signaling pathway,0.000553525213254686,0.00507744891188784,0.00340025545748969
RAB38,ABCA1,GO:0060155,platelet dense granule organization,0.0620662637882844,0.16120823405098,0.107957595858963
SPG11,TMEM175,GO:0001845,phagolysosome assembly,0.0290335206619672,0.0942111380423549,0.0630911195452533
CHST10,PLEKHA1,GO:0008209,androgen metabolic process,0.11932386121109,0.253708433357586,0.169902937499876
AKT1,RARB,GO:0002068,glandular epithelial cell development,0.205530710315188,0.360657460719747,0.241524340348456
FARP1,SNCA,GO:0099174,regulation of presynapse organization,0.061381639276811,0.160419390592233,0.107429324807446
KCNQ1,KDM1B,GO:0006349,regulation of gene expression by genomic imprinting,0.0890140265647768,0.205975942160881,0.137937541784879
NUP160,DDX25,GO:0006405,RNA export from nucleus,0.830532725396085,0.865162711826027,0.579380370645474
FYN,PRNP,GO:1905664,regulation of calcium ion import across plasma membrane,0.0767841761331909,0.186304322008763,0.124763891997227
BCL2,LRRK2,GO:1903429,regulation of cell maturation,0.00881986541200165,0.041501936527663,0.0277929307854145
GHR,GHRL,GO:0040018,positive regulation of multicellular organism growth,0.130522799952544,0.265824673063972,0.17801691577929
NOTCH1,FGF10,GO:0060740,prostate gland epithelium morphogenesis,0.0791304324606602,0.190352113336619,0.127474608499189
TNF,LAMA1,GO:0060445,branching involved in salivary gland morphogenesis,0.00881986541200165,0.041501936527663,0.0277929307854145
NOTCH4,COL22A1,GO:0001886,endothelial cell morphogenesis,0.00528219094557074,0.0288903504778155,0.0193472299939809
SCARB1,NPC1,GO:0098856,intestinal lipid absorption,0.0131296581101498,0.0549804433362521,0.0368191892727062
TAP2,P2RX7,GO:0001914,regulation of T cell mediated cytotoxicity,0.11583017086279,0.248882903573983,0.166671386721776
CST3,OGA,GO:0006516,glycoprotein catabolic process,0.0492267947051776,0.135373685439238,0.0906567689214068
SHISA6,AKAP9,GO:0098962,regulation of postsynaptic neurotransmitter receptor activity,0.101996775409744,0.226762061770683,0.151857547258058
PPIL6,PPID,GO:0000413,protein peptidyl-prolyl isomerization,0.0437310247062749,0.124740262055248,0.0835358000016485
GSTO1,XRCC1,GO:0050879,multicellular organismal movement,0.492516851840653,0.653291194252529,0.437494692144761
RAB38,APOC1,GO:0150172,regulation of phosphatidylcholine metabolic process,0.002482218349236,0.0162612882078838,0.0108898257637243
MMP9,MME,GO:0071492,cellular response to UV-A,0.00370596903479874,0.0222735916709208,0.0149161326782875
INSIG1,SORL1,GO:0070861,regulation of protein exit from endoplasmic reticulum,0.243390609140602,0.399099093988084,0.267267853593748
BCL2,CD44,GO:1902166,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,0.245632995651731,0.399099093988084,0.267267853593748
ABCA2,AGBL1,GO:0043687,post-translational protein modification,0.478575834324626,0.640194925871464,0.428724410294912
TREM2,IL6,GO:0032494,response to peptidoglycan,0.197766891439243,0.349007360648242,0.233722525493029
SALL1,YAP1,GO:0072202,cell differentiation involved in metanephros development,0.0620662637882844,0.16120823405098,0.107957595858963
HIP1R,CTNNA2,GO:0045010,actin nucleation,0.319126681339641,0.481097139651885,0.322180134762947
MPHOSPH6,ABT1,GO:0000460,maturation of 5.8S rRNA,0.40204740846407,0.573686234342729,0.384185007680422
DLC1,TP53,GO:1900117,regulation of execution phase of apoptosis,0.108563491611547,0.238040292503415,0.159410329425893
COMT,BCHE,GO:0042135,neurotransmitter catabolic process,0.000196052512469743,0.002214416884141,0.00148294610662231
ABHD12,DIO2,GO:0042219,cellular modified amino acid catabolic process,0.154140134595542,0.296275393440564,0.198409091051124
CLDN1,TNF,GO:0097421,liver regeneration,0.0338933800191776,0.105509698306796,0.070657515951723
SCARB1,PTK2B,GO:0051000,positive regulation of nitric-oxide synthase activity,0.0108291573008633,0.0479567768000515,0.0321155948327132
SGK1,ACE,GO:0071389,cellular response to mineralocorticoid stimulus,0.045115966472311,0.127031393658427,0.0850701202622221
SCARB1,APOE,GO:0051000,positive regulation of nitric-oxide synthase activity,0.0108291573008633,0.0479567768000515,0.0321155948327132
RELN,LRP8,GO:0032793,positive regulation of CREB transcription factor activity,0.0070834968205077,0.0354234921575177,0.0237223307653447
PTK2B,NOS3,GO:0070168,negative regulation of biomineral tissue development,0.296044238190574,0.455976182960194,0.305357184582534
NCSTN,SPPL2A,GO:0031293,membrane protein intracellular domain proteolysis,0.0286039492507729,0.0937459059380528,0.0627795638744619
INSIG1,MTHFD1L,GO:1904888,cranial skeletal system development,0.496508242273811,0.657176337623939,0.440096486900556
RYR2,BIN1,GO:0098911,regulation of ventricular cardiac muscle cell action potential,0.00528219094557074,0.0288903504778155,0.0193472299939809
LRP2,SRC,GO:0045056,transcytosis,0.00881986541200165,0.041501936527663,0.0277929307854145
ADNP,GSTP1,GO:0033483,gas homeostasis,0.002482218349236,0.0162612882078838,0.0108898257637243
CTHRC1,ADAM10,GO:0090102,cochlea development,0.622533455469495,0.723630489843739,0.484599365743745
NDP,LAMA1,GO:0061299,retina vasculature morphogenesis in camera-type eye,0.0286039492507729,0.0937459059380528,0.0627795638744619
APEX1,ERCC1,GO:0043247,telomere maintenance in response to DNA damage,0.278372200492625,0.43790888316556,0.293257912724776
OVOL2,FGF10,GO:2000647,negative regulation of stem cell proliferation,0.0255613833357577,0.0875711308237231,0.0586444532814014
VEGFA,TNKS1BP1,GO:0031954,positive regulation of protein autophosphorylation,0.0255613833357577,0.0875711308237231,0.0586444532814014
ADAM17,RHOA,GO:2000406,positive regulation of T cell migration,0.179213546915161,0.327844577291899,0.219550276623208
TYROBP,GSTP1,GO:0032930,positive regulation of superoxide anion generation,0.00560063863233742,0.0300194230693286,0.020103344985548
FERMT2,MAP4K4,GO:0051894,positive regulation of focal adhesion assembly,0.0219410341838372,0.0789770070500024,0.0528891582954651
OPRD1,IL10,GO:0051930,regulation of sensory perception of pain,0.192230163035121,0.345580766779852,0.231427811217458
RHOA,PTGS2,GO:0045987,positive regulation of smooth muscle contraction,0.0437310247062749,0.124740262055248,0.0835358000016485
MECOM,TREM2,GO:0032873,negative regulation of stress-activated MAPK cascade,0.636007238476563,0.732259066209298,0.490377732869934
AKT1,PMAIP1,GO:0010907,positive regulation of glucose metabolic process,0.125029329746913,0.263747022607441,0.176625559130278
ABCB1,PTGS2,GO:0047484,regulation of response to osmotic stress,0.221596543948859,0.376414066010509,0.252076191102874
VEGFA,LRRK2,GO:1901725,regulation of histone deacetylase activity,0.128990064060952,0.265639335558287,0.177892799342843
SIRT2,IL10,GO:0035729,cellular response to hepatocyte growth factor stimulus,0.0890140265647768,0.205975942160881,0.137937541784879
BCL3,F2,GO:0019730,antimicrobial humoral response,0.904440085038588,0.923550180358073,0.61848116948567
CNTF,VEGFA,GO:0001754,eye photoreceptor cell differentiation,0.186574158922583,0.339518901545539,0.22736831387869
PLAU,PSEN1,GO:0050820,positive regulation of coagulation,0.0386210892145194,0.114083137278961,0.0763989587826508
AHCYL1,MTHFR,GO:0046500,S-adenosylmethionine metabolic process,0.245632995651731,0.399099093988084,0.267267853593748
CAMK2A,AGT,GO:1990776,response to angiotensin,0.0492267947051776,0.135373685439238,0.0906567689214068
IDE,HFE,GO:0019885,antigen processing and presentation of endogenous peptide antigen via MHC class I,0.00331336061107796,0.020370833555525,0.0136418975695876
FANCD2,REST,GO:0097150,neuronal stem cell population maintenance,0.176233302734872,0.324405729917203,0.217247356444946
NOTCH1,MSX2,GO:0003198,epithelial to mesenchymal transition involved in endocardial cushion formation,0.0197115407857904,0.0738697207776114,0.0494689214162716
ZNF462,HMOX1,GO:0043392,negative regulation of DNA binding,0.232574215644313,0.389733458287901,0.260995894100892
CTSH,PRNP,GO:0031648,protein destabilization,0.186574158922583,0.339518901545539,0.22736831387869
