GO_term,description,source,sink,avg_pvalue,avg_pvalue_adj,avg_qvalue
Tgfb2,Tcf7l2,GO:0010718,positive regulation of epithelial to mesenchymal transition,0.0202699661758856,0.042152796234425,0.0192090568602902
Eif2ak2,Bcl2,GO:0033688,regulation of osteoblast proliferation,0.0108702734890186,0.0249840963255669,0.0113852690638076
Fto,Hps1,GO:0003016,respiratory system process,0.0553322377834072,0.0968817508583723,0.0441490773379137
Ldlr,Bin1,GO:0048710,regulation of astrocyte differentiation,0.00457554961729879,0.0123409934472885,0.00562379879908976
Sgk1,Camsap1,GO:0031111,negative regulation of microtubule polymerization or depolymerization,0.36850944305146,0.445948220456169,0.203218896223354
Scarb1,Apoe,GO:0034384,high-density lipoprotein particle clearance,2.79526587465721e-06,2.26689244713054e-05,1.03302437330436e-05
Agrn,Nova2,GO:1902667,regulation of axon guidance,0.00196350162697614,0.00606107963122133,0.00276203795884351
Fcgr2b,Fcer1g,GO:0033033,negative regulation of myeloid cell apoptotic process,0.000496562059061707,0.00194370433190603,0.000885747337460935
Akt1,Atxn1,GO:0048009,insulin-like growth factor receptor signaling pathway,0.00457554961729879,0.0123409934472885,0.00562379879908976
Pik3c2b,Ip6k2,GO:0046854,phosphatidylinositol phosphate biosynthetic process,0.0311505255860187,0.059681090710193,0.0271967121365009
Ece1,Adcy8,GO:0019933,cAMP-mediated signaling,0.0793660730570381,0.128762794048895,0.0586772896065931
Rnf6,Ube2d1,GO:0070936,protein K48-linked ubiquitination,0.393764681137761,0.466392562162972,0.212535396133186
Ddah1,Aldh4a1,GO:0009065,glutamine family amino acid catabolic process,0.0198453116664569,0.0413991600989002,0.0188656243795894
Pkhd1,Plk2,GO:0010824,regulation of centrosome duplication,0.0151684930147672,0.0330964020026911,0.0150820520756229
Cycs,Snca,GO:0010310,regulation of hydrogen peroxide metabolic process,0.00187450118627052,0.00585842798946688,0.00266968947292946
Hip1r,Tlr2,GO:0030837,negative regulation of actin filament polymerization,0.181105582754443,0.246849672690809,0.112489557567935
Akt1,Ahcyl1,GO:0010765,positive regulation of sodium ion transport,0.136215991550778,0.196021329509835,0.089327048280347
Marcks,Echdc3,GO:1900078,positive regulation of cellular response to insulin stimulus,0.00174685629875519,0.00549103726263119,0.00250226927801564
Dio2,Ggact,GO:0042219,cellular modified amino acid catabolic process,0.0788837910449651,0.128351338600546,0.058489789089217
Pip4k2a,Ldlr,GO:0032367,intracellular cholesterol transport,0.00597225186898746,0.0154735616605584,0.00705131218616838
Tacc3,Wnt7b,GO:0021846,cell proliferation in forebrain,0.199869674792989,0.268090543172577,0.122169036162362
Rest,Sec24b,GO:0002093,auditory receptor cell morphogenesis,0.000975045419723595,0.00336154771719223,0.00153185949703119
Plekha1,Ppara,GO:0051898,negative regulation of protein kinase B signaling,0.0136874152075154,0.0306469061043695,0.0139658151899787
Ovol2,Adamts1,GO:0060343,trabecula formation,0.00174685629875519,0.00549103726263119,0.00250226927801564
Pparg,Vegfa,GO:0030224,monocyte differentiation,0.0509800141280981,0.089608042454234,0.0408344436528023
Syngap1,Erc2,GO:0099558,maintenance of synapse structure,0.000224291459940297,0.00099215401902637,0.000452125236476687
Ppp4r3a,Tcf7l2,GO:0045722,positive regulation of gluconeogenesis,0.0124079411907271,0.0280837001482556,0.0127977605565018
Il18,Spi1,GO:0042119,neutrophil activation,0.00776644911718949,0.0193595160209826,0.00882214413408359
Plau,Ret,GO:0033628,regulation of cell adhesion mediated by integrin,0.0202699661758856,0.042152796234425,0.0192090568602902
Ovol2,Spred2,GO:0010719,negative regulation of epithelial to mesenchymal transition,0.0201360008977621,0.0419033259294529,0.0190953730788748
Apoe,Ccl12,GO:0044788,modulation by host of viral process,0.0416070786412446,0.0755975609192012,0.0344498580383679
Slc4a8,Slc4a9,GO:0015701,bicarbonate transport,0.0426982605216959,0.0768337610409952,0.0350131952437618
Map2k5,Ager,GO:0034114,regulation of heterotypic cell-cell adhesion,0.000629125037101383,0.00237709175950238,0.00108324227214891
Exoc4,Ank3,GO:0000281,mitotic cytokinesis,0.119021007408115,0.176715636154196,0.0805294311701223
Cd44,Esr1,GO:0060442,branching involved in prostate gland morphogenesis,0.00349285384365679,0.00985607272715034,0.00449141879893533
Cryl1,Ugt1a7c,GO:0006063,uronic acid metabolic process,0.00422774649319413,0.0116335920743756,0.00530143553000168
Cfh,Mrpl39,GO:0000002,mitochondrial genome maintenance,0.0789837894846804,0.128351338600546,0.058489789089217
Lrp8,Adcy8,GO:0032793,positive regulation of CREB transcription factor activity,0.00704604369279429,0.0178085183705126,0.00811535348863354
Pparg,Ptgs2,GO:0050873,brown fat cell differentiation,0.138151488978346,0.198567882213113,0.0904875140155961
Trem2,F2,GO:0048710,regulation of astrocyte differentiation,0.00457554961729879,0.0123409934472885,0.00562379879908976
Mapk7,Src,GO:0071498,cellular response to fluid shear stress,0.000660359749606048,0.00245786884414938,0.00112005244254338
Mmp12,Tarbp2,GO:0050691,regulation of defense response to virus by host,0.584428298017287,0.619738370594164,0.282415181499271
Rhoh,Tnf,GO:0030865,cortical cytoskeleton organization,0.0628141195957806,0.107689059232526,0.0490739748443871
Col18a1,Adam17,GO:1905564,positive regulation of vascular endothelial cell proliferation,0.0104015716660687,0.0242419806936999,0.0110470864841712
Tgfb2,Serpine1,GO:0033628,regulation of cell adhesion mediated by integrin,0.0202699661758856,0.042152796234425,0.0192090568602902
Iqgap2,Hip1r,GO:0045010,actin nucleation,0.0392172412750855,0.0718882661658152,0.0327595299891179
Mecom,Rxra,GO:0060039,pericardium development,0.124484831810622,0.18190981346548,0.0828964211738221
Tfr2,Hmox1,GO:0071281,cellular response to iron ion,0.000101681597225435,0.000506714703908602,0.000230910222543585
Agrn,Slmap,GO:2000649,regulation of sodium ion transmembrane transporter activity,0.118579910341308,0.176279374911259,0.0803306266359007
Idua,Dcn,GO:1903510,mucopolysaccharide metabolic process,0.313119651714632,0.39395020296659,0.179523365587026
App,Trf,GO:0019731,antibacterial humoral response,0.847824179207062,0.853241586102954,0.388822749785473
Spi1,Ager,GO:1900744,regulation of p38MAPK cascade,0.0366500008818577,0.0679388520492652,0.0309597793887607
Kansl1,Fam47e,GO:0031062,positive regulation of histone methylation,0.292784798652375,0.370939250621183,0.169037259527676
Pik3cg,Pik3c2b,GO:0036092,phosphatidylinositol-3-phosphate biosynthetic process,0.0140055352980387,0.0309882176557344,0.0141213510875448
Cyp7b1,Parp1,GO:0033146,regulation of intracellular estrogen receptor signaling pathway,0.0224602514614466,0.0456605315885727,0.0208075341592564
Tacc2,Rhoa,GO:0031122,cytoplasmic microtubule organization,0.0553771879175425,0.0968817508583723,0.0441490773379137
Ptprs,Szt2,GO:0022038,corpus callosum development,0.00597225186898746,0.0154735616605584,0.00705131218616838
Lrrk2,Fez1,GO:1902902,negative regulation of autophagosome assembly,0.0216994310122023,0.0443851997976865,0.0202263646266202
Clec3b,Spon1,GO:1903319,positive regulation of protein maturation,0.0461606794045373,0.0821747966199155,0.0374471086562373
Abhd12,Apob,GO:0042159,lipoprotein catabolic process,0.000483651787271684,0.00190563261805203,0.000868398032515112
Mecom,Arih2,GO:0071425,hematopoietic stem cell proliferation,0.00776644911718949,0.0193595160209826,0.00882214413408359
Cacna1a,Sec24b,GO:0021548,pons development,0.00349285384365679,0.00985607272715034,0.00449141879893533
Map2k5,Lpl,GO:0072567,chemokine (C-X-C motif) ligand 2 production,0.000975045419723595,0.00336154771719223,0.00153185949703119
Tnf,Camsap1,GO:0043242,negative regulation of protein-containing complex disassembly,0.221009183827567,0.290775987075838,0.13250680781137
Cfhr4,Cfh,GO:0006957,complement activation alternative pathway,0.0262510753043387,0.0516818045054168,0.0235514321722789
Trem2,Vegfa,GO:1900744,regulation of p38MAPK cascade,0.0366500008818577,0.0679388520492652,0.0309597793887607
Mtln,Decr1,GO:0006635,fatty acid beta-oxidation,0.13023179104756,0.189000307812717,0.0861275640931716
Cyp2j6,Il6,GO:1903055,positive regulation of extracellular matrix organization,0.0014510838656689,0.00469699131207592,0.00214042201813107
Sall1,Ulk4,GO:0097154,GABAergic neuron differentiation,0.055915474224261,0.0970574574339333,0.0442291469395104
Usp50,Park7,GO:0071108,protein K48-linked deubiquitination,0.0260515846611557,0.0516818045054168,0.0235514321722789
Plcg2,Mbl2,GO:0002758,innate immune response-activating signal transduction,0.00115279696113705,0.00390022035749307,0.00177733297212585
Shank2,Auts2,GO:0071625,vocalization behavior,0.00233849408322363,0.00705082472951809,0.00321306544856551
Plec,Wdpcp,GO:0010761,fibroblast migration,0.0932331597879031,0.146649267103968,0.0668281670960528
Arg2,Ptgs2,GO:0045932,negative regulation of muscle contraction,0.0094534823690817,0.0223809699283837,0.0101990226591817
Ccl12,Adam10,GO:1901623,regulation of lymphocyte chemotaxis,0.0171224300890434,0.0368757625343377,0.0168043091459296
Tap2,H2-Q2,GO:0002476,antigen processing and presentation of endogenous peptide antigen via MHC class Ib,0.00340490572476616,0.00972122028173257,0.00442996645121032
Usp50,Vcp,GO:0070536,protein K63-linked deubiquitination,0.211414814617314,0.280496046438622,0.127822232128122
Notch1,Aldh1a2,GO:0001947,heart looping,0.292784798652375,0.370939250621183,0.169037259527676
Heyl,Adamts9,GO:0003179,heart valve morphogenesis,0.0167570448043151,0.0361799831002257,0.0164872420019672
Vegfa,Jcad,GO:1903672,positive regulation of sprouting angiogenesis,0.000296925336629957,0.00126304061103788,0.000575568433926772
Reln,Cdk5,GO:0021819,layer formation in cerebral cortex,0.00449592119578515,0.0121591000256548,0.00554090984768441
Atp5j,P2rx7,GO:0015732,prostaglandin transport,0.00422774649319413,0.0116335920743756,0.00530143553000168
Trh,P2rx7,GO:0014052,regulation of gamma-aminobutyric acid secretion,0.000159221289094111,0.00074740346292412,0.000340592247713388
Tacr3,Ptgs2,GO:0045987,positive regulation of smooth muscle contraction,0.0179748271088089,0.0378533920641173,0.0172498155631408
Havcr2,Grn,GO:0002281,macrophage activation involved in immune response,0.000166405518829655,0.000777468407646751,0.000354292862720438
Fmn2,Mad1l1,GO:0050000,chromosome localization,0.17314931187977,0.237030794053161,0.108015088139954
Notch1,Psen1,GO:0001947,heart looping,0.292784798652375,0.370939250621183,0.169037259527676
Tet2,Auts2,GO:0051568,histone H3-K4 methylation,0.393764681137761,0.466392562162972,0.212535396133186
Rdx,Camsap1,GO:0043242,negative regulation of protein-containing complex disassembly,0.221009183827567,0.290775987075838,0.13250680781137
Il1a,Atp5j,GO:0015732,prostaglandin transport,0.00422774649319413,0.0116335920743756,0.00530143553000168
Ppard,Plau,GO:0043403,skeletal muscle tissue regeneration,0.15258704371067,0.214777388666124,0.0978741967258369
Srebf2,Cyp17a1,GO:0010893,positive regulation of steroid biosynthetic process,0.0014510838656689,0.00469699131207592,0.00214042201813107
Tnip1,Tlr2,GO:0002755,MyD88-dependent toll-like receptor signaling pathway,0.055915474224261,0.0970574574339333,0.0442291469395104
Mecom,Eif2ak2,GO:0071425,hematopoietic stem cell proliferation,0.00776644911718949,0.0193595160209826,0.00882214413408359
Ern1,Ptk2b,GO:0043507,positive regulation of JUN kinase activity,0.0363953419417916,0.0679388520492652,0.0309597793887607
Lrrk2,Serpine1,GO:0010955,negative regulation of protein processing,0.0416070786412446,0.0755975609192012,0.0344498580383679
Pparg,Trf,GO:0060395,SMAD protein signal transduction,0.295599159314424,0.37410889585469,0.170481668937168
Grn,Lrrk2,GO:1903978,regulation of microglial cell activation,4.00300709387566e-05,0.000230809224054391,0.000105179914615473
Rab38,Spg11,GO:0090382,phagosome maturation,0.00597225186898746,0.0154735616605584,0.00705131218616838
Postn,Tlr4,GO:2000343,positive regulation of chemokine (C-X-C motif) ligand 2 production,0.000238676980433955,0.00104727399405955,0.000477243445210972
Kcnj15,Kcnq1,GO:1990573,potassium ion import across plasma membrane,0.161038582298341,0.223519460819938,0.101857964733669
Abcd2,Acsl6,GO:1902001,fatty acid transmembrane transport,0.00449592119578515,0.0121591000256548,0.00554090984768441
Gsk3b,Bcl11a,GO:2000171,negative regulation of dendrite development,0.00816074974271046,0.0198908594279102,0.00906427767272836
Ghrl,Il6,GO:0051969,regulation of transmission of nerve impulse,0.00597225186898746,0.0154735616605584,0.00705131218616838
Abcb1b,Lsr,GO:0060856,establishment of blood-brain barrier,0.0140055352980387,0.0309882176557344,0.0141213510875448
Ahcyl1,Ank3,GO:0010765,positive regulation of sodium ion transport,0.136215991550778,0.196021329509835,0.089327048280347
Il16,Spi1,GO:0042119,neutrophil activation,0.00776644911718949,0.0193595160209826,0.00882214413408359
Psen2,Gli2,GO:0021904,dorsal/ventral neural tube patterning,0.177269678944347,0.242062292603677,0.110307945325793
Fcgr2b,Tyrobp,GO:0030889,negative regulation of B cell proliferation,0.00187450118627052,0.00585842798946688,0.00266968947292946
Notch1,Bdnf,GO:0010830,regulation of myotube differentiation,0.0123102845987021,0.027982169891087,0.0127514931517929
Prkcq,Rhoa,GO:0051496,positive regulation of stress fiber assembly,0.0421742659095942,0.0763730654974044,0.0348032559827243
Cntnap2,Sema3a,GO:0140059,dendrite arborization,0.000159221289094111,0.00074740346292412,0.000340592247713388
Ptprf,Cblc,GO:0042059,negative regulation of epidermal growth factor receptor signaling pathway,0.007010775582931,0.0178085183705126,0.00811535348863354
Trem1,Ace,GO:0002446,neutrophil mediated immunity,0.0334598967041381,0.0631129788131947,0.0287606257934287
Il1a,Rac1,GO:1902624,positive regulation of neutrophil migration,0.120609510899321,0.178675228399118,0.0814224186399532
Lrrk2,Mapk1,GO:1903350,response to dopamine,0.0452677528545687,0.0809221926029253,0.0368762961850555
Cd34,Chchd2,GO:1900037,regulation of cellular response to hypoxia,0.0490883888405321,0.0865627599324056,0.0394467064124984
Hfe,Cd44,GO:0046636,negative regulation of alpha-beta T cell activation,0.136215991550778,0.196021329509835,0.089327048280347
Rab38,Nectin2,GO:0033363,secretory granule organization,0.12495091782065,0.18190981346548,0.0828964211738221
Pparg,Tlr4,GO:0002246,wound healing involved in inflammatory response,6.15562368606792e-05,0.000331009952930067,0.00015084145241029
Ell,Trp53,GO:0098781,ncRNA transcription,0.292784798652375,0.370939250621183,0.169037259527676
Selp,Tnf,GO:1904996,positive regulation of leukocyte adhesion to vascular endothelial cell,0.00597225186898746,0.0154735616605584,0.00705131218616838
Cldn1,Aqp4,GO:0050891,multicellular organismal water homeostasis,0.0750190354704256,0.123416417616959,0.0562409423638994
Cdon,Hdac9,GO:0048634,regulation of muscle organ development,0.00119504278484715,0.00402494713973563,0.00183417104850812
Atf7ip,Ssrp1,GO:1902275,regulation of chromatin organization,0.144310038950903,0.204183352983724,0.0930464877247206
Dpysl3,Agrn,GO:0051491,positive regulation of filopodium assembly,0.0201360008977621,0.0419033259294529,0.0190953730788748
Ghr,Atxn1,GO:0048009,insulin-like growth factor receptor signaling pathway,0.00457554961729879,0.0123409934472885,0.00562379879908976
Grm8,Homer2,GO:0007216,G protein-coupled glutamate receptor signaling pathway,0.000345020000917644,0.00143398937881396,0.000653469899398842
Nrxn1,Rora,GO:0021697,cerebellar cortex formation,0.0141242972715253,0.0311244179565827,0.0141834176538726
Oga,Gabbr1,GO:0060123,regulation of growth hormone secretion,0.00861757615456956,0.0206801095770244,0.00942393948275429
Snca,Agt,GO:0015874,norepinephrine transport,0.007010775582931,0.0178085183705126,0.00811535348863354
Fas,Il9r,GO:2001267,regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,8.59935060787928e-05,0.000441398914135142,0.000201145774352399
Sod1,Bin1,GO:0045932,negative regulation of muscle contraction,0.0094534823690817,0.0223809699283837,0.0101990226591817
Fgf10,Vegfa,GO:0050930,induction of positive chemotaxis,0.00349285384365679,0.00985607272715034,0.00449141879893533
Il10,Wnt7b,GO:0060711,labyrinthine layer development,0.0553771879175425,0.0968817508583723,0.0441490773379137
Aicda,Ssrp1,GO:1902275,regulation of chromatin organization,0.144310038950903,0.204183352983724,0.0930464877247206
Havcr2,Hps1,GO:0032814,regulation of natural killer cell activation,0.0337070213421667,0.0634990628683877,0.0289365645503219
Parp1,Apex1,GO:0006284,base-excision repair,0.0987701250026533,0.151535298164799,0.06905473465154
Mtmr2,Tlr2,GO:0032288,myelin assembly,0.00422774649319413,0.0116335920743756,0.00530143553000168
Sema3a,Cdk5r1,GO:0007413,axonal fasciculation,0.0228200859851736,0.0460324282511844,0.0209770077120553
Abhd12,Apoc1,GO:0046475,glycerophospholipid catabolic process,0.0179748271088089,0.0378533920641173,0.0172498155631408
Hesx1,Gli2,GO:0021983,pituitary gland development,0.0276131375048097,0.0540787395177638,0.0246437170277494
Limk2,Arhgap24,GO:0120033,negative regulation of plasma membrane bounded cell projection assembly,0.0201360008977621,0.0419033259294529,0.0190953730788748
Mtr,Pipox,GO:0046653,tetrahydrofolate metabolic process,0.00187450118627052,0.00585842798946688,0.00266968947292946
Tspo,Hspa5,GO:0072595,maintenance of protein localization in organelle,0.00985312578901366,0.0232434356998649,0.0105920488762872
Hesx1,Slc6a3,GO:0021983,pituitary gland development,0.0276131375048097,0.0540787395177638,0.0246437170277494
Fmn2,Cdk5rap2,GO:0051293,establishment of spindle localization,0.0311505255860187,0.059681090710193,0.0271967121365009
Nrxn1,Nrxn3,GO:0071625,vocalization behavior,0.00233849408322363,0.00705082472951809,0.00321306544856551
Apoe,Cd36,GO:0007263,nitric oxide mediated signal transduction,0.00422774649319413,0.0116335920743756,0.00530143553000168
Akt1,Ghrl,GO:0032094,response to food,0.00776644911718949,0.0193595160209826,0.00882214413408359
Epb42,F13a1,GO:0018149,peptide cross-linking,0.0366500008818577,0.0679388520492652,0.0309597793887607
Lrp2,Lepr,GO:0044321,response to leptin,0.055915474224261,0.0970574574339333,0.0442291469395104
Trem2,Kcnq1,GO:0043268,positive regulation of potassium ion transport,0.0264249752407378,0.0519216929795849,0.0236607495071195
Tspo,Il10,GO:0045019,negative regulation of nitric oxide biosynthetic process,0.055915474224261,0.0970574574339333,0.0442291469395104
Inpp5d,P2rx7,GO:0045779,negative regulation of bone resorption,0.000120993913243698,0.000586355118027151,0.000267202411433557
Rac1,Macir,GO:0010762,regulation of fibroblast migration,0.0640917275497402,0.109253486011163,0.0497868851523413
Park7,Plcg2,GO:1903428,positive regulation of reactive oxygen species biosynthetic process,0.00350802220197558,0.00986167819578387,0.00449397321466403
Il6,Nrp1,GO:0035729,cellular response to hepatocyte growth factor stimulus,0.000483651787271684,0.00190563261805203,0.000868398032515112
Kcnj15,Abcc9,GO:1990573,potassium ion import across plasma membrane,0.161038582298341,0.223519460819938,0.101857964733669
Abca7,Oga,GO:0010561,negative regulation of glycoprotein biosynthetic process,0.00349285384365679,0.00985607272715034,0.00449141879893533
Akt1,Cycs,GO:0043457,regulation of cellular respiration,0.0590256656451282,0.102100754013322,0.0465273804948364
Abcd2,Nr1h3,GO:0045723,positive regulation of fatty acid biosynthetic process,0.00597225186898746,0.0154735616605584,0.00705131218616838
Ryr2,Akap9,GO:0098901,regulation of cardiac muscle cell action potential,0.000975045419723595,0.00336154771719223,0.00153185949703119
Bcl2,Psen1,GO:0032469,endoplasmic reticulum calcium ion homeostasis,0.0332991203639086,0.0629684787924148,0.0286947770392906
Notch1,Ptk2b,GO:0030279,negative regulation of ossification,0.0512284938494612,0.089991938857947,0.0410093854954827
Cntnap2,Sorl1,GO:0002021,response to dietary excess,0.0110334455701005,0.0252911419904448,0.0115251899744524
Nrxn1,Auts2,GO:0071625,vocalization behavior,0.00233849408322363,0.00705082472951809,0.00321306544856551
Il9r,Htra2,GO:2001267,regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,8.59935060787928e-05,0.000441398914135142,0.000201145774352399
Cacna1a,Snap25,GO:0048791,calcium ion-regulated exocytosis of neurotransmitter,0.000296925336629957,0.00126304061103788,0.000575568433926772
Tnf,Prkaa1,GO:0050995,negative regulation of lipid catabolic process,0.00119504278484715,0.00402494713973563,0.00183417104850812
Ndufa9,Ndufa12,GO:0010257,NADH dehydrogenase complex assembly,0.0421742659095942,0.0763730654974044,0.0348032559827243
Bcl3,Il10,GO:0042832,defense response to protozoan,0.246822009591828,0.320370793191736,0.145993180347322
Dnmt3a,Kdm1b,GO:0006349,regulation of gene expression by genomic imprinting,0.0104015716660687,0.0242419806936999,0.0110470864841712
Ogg1,Parp1,GO:0006284,base-excision repair,0.0987701250026533,0.151535298164799,0.06905473465154
Ghrl,Snap25,GO:0030431,sleep,0.00685208357423265,0.0175330141905868,0.00798980605334569
Trem1,F2,GO:0070944,neutrophil-mediated killing of bacterium,0.0140055352980387,0.0309882176557344,0.0141213510875448
Src,F2,GO:0090218,positive regulation of lipid kinase activity,0.0179748271088089,0.0378533920641173,0.0172498155631408
Notch1,Msx2,GO:0045605,negative regulation of epidermal cell differentiation,0.00449592119578515,0.0121591000256548,0.00554090984768441
Sod2,Rab38,GO:0050931,pigment cell differentiation,0.00776644911718949,0.0193595160209826,0.00882214413408359
Trem2,Tlr4,GO:0070391,response to lipoteichoic acid,0.000641429826307797,0.00240837986853963,0.00109750028393548
Il6,P2rx7,GO:0045779,negative regulation of bone resorption,0.000120993913243698,0.000586355118027151,0.000267202411433557
Pkdcc,Nsf,GO:0043001,Golgi to plasma membrane protein transport,0.113112868049615,0.169456950006745,0.0772216431372249
Jam2,Cd44,GO:0070486,leukocyte aggregation,0.00704604369279429,0.0178085183705126,0.00811535348863354
Agt,Phb,GO:1900274,regulation of phospholipase C activity,0.00601824920881534,0.015538922137515,0.0070810969983382
Slc6a4,Rora,GO:0021924,cell proliferation in external granule layer,0.00861757615456956,0.0206801095770244,0.00942393948275429
Notch1,Notch3,GO:0061437,renal system vasculature development,0.0332991203639086,0.0629684787924148,0.0286947770392906
Cckbr,Kcnq1,GO:0001696,gastric acid secretion,0.0104015716660687,0.0242419806936999,0.0110470864841712
Snca,Suclg2,GO:0006637,acyl-CoA metabolic process,0.193120826292553,0.260204445151042,0.118575336127397
Tap2,H2-K1,GO:0002478,antigen processing and presentation of exogenous peptide antigen,0.00291115512090089,0.00846200262194845,0.00385614013867448
Apoe,Prnp,GO:1900272,negative regulation of long-term synaptic potentiation,5.38073235002035e-06,4.0304985124996e-05,1.83670081271362e-05
Scarb1,Cyp46a1,GO:0006706,steroid catabolic process,0.00597225186898746,0.0154735616605584,0.00705131218616838
Nek10,Ace,GO:0031954,positive regulation of protein autophosphorylation,0.000787540042067357,0.00285662251622614,0.00130176475215089
Arg2,Tusc2,GO:0071609,chemokine (C-C motif) ligand 5 production,0.0822633872058582,0.13129236598055,0.0598300171930887
Dcn,P2rx7,GO:1904181,positive regulation of membrane depolarization,9.61809023555503e-06,6.71695099880943e-05,3.06091897074533e-05
Pin1,Bmper,GO:0060393,regulation of pathway-restricted SMAD protein phosphorylation,0.0628141195957806,0.107689059232526,0.0490739748443871
Cntnap2,Uts2r,GO:0042745,circadian sleep/wake cycle,0.0249514639239665,0.0500618543697417,0.0228132198341469
Kcnn2,Akap6,GO:0043268,positive regulation of potassium ion transport,0.0264249752407378,0.0519216929795849,0.0236607495071195
Trem1,Casp12,GO:0010663,positive regulation of striated muscle cell apoptotic process,0.000496562059061707,0.00194370433190603,0.000885747337460935
Sigmar1,Trp53,GO:0036474,cell death in response to hydrogen peroxide,0.00601824920881534,0.015538922137515,0.0070810969983382
Adamts9,Rab38,GO:0050931,pigment cell differentiation,0.00776644911718949,0.0193595160209826,0.00882214413408359
Rbms3,Spi1,GO:0002357,defense response to tumor cell,0.0108562360850513,0.0249840963255669,0.0113852690638076
Map3k12,Ern1,GO:0043507,positive regulation of JUN kinase activity,0.0363953419417916,0.0679388520492652,0.0309597793887607
Pdcd1lg2,Il10,GO:0032689,negative regulation of interferon-gamma production,0.00876544909514296,0.0209593339330526,0.00955118220472924
Cyp2j5,Ghrl,GO:0035929,steroid hormone secretion,0.00340490572476616,0.00972122028173257,0.00442996645121032
Il1a,Tlr2,GO:1902624,positive regulation of neutrophil migration,0.120609510899321,0.178675228399118,0.0814224186399532
Htr2a,Slc6a3,GO:0015872,dopamine transport,0.0484988280685495,0.0860811049793206,0.039227215934823
Tspo,Cdk5,GO:0072595,maintenance of protein localization in organelle,0.00985312578901366,0.0232434356998649,0.0105920488762872
Fcgr3,Fcer1g,GO:0002863,positive regulation of inflammatory response to antigenic stimulus,0.000166405518829655,0.000777468407646751,0.000354292862720438
Agrn,Bcas3,GO:0051491,positive regulation of filopodium assembly,0.0201360008977621,0.0419033259294529,0.0190953730788748
Il6,Esr1,GO:0060965,negative regulation of miRNA-mediated gene silencing,0.000120993913243698,0.000586355118027151,0.000267202411433557
Reg2,Picalm,GO:1903859,regulation of dendrite extension,0.00208616854540982,0.00640293268937322,0.0029178206214072
Mc1r,Bcl2,GO:0006582,melanin metabolic process,0.105251457309221,0.160409975043466,0.0730989307193632
Ldlr,Abca2,GO:0032367,intracellular cholesterol transport,0.00597225186898746,0.0154735616605584,0.00705131218616838
Nfib,Rest,GO:1902894,negative regulation of miRNA transcription,0.000386787962902,0.00157692503948806,0.000718605773611847
Tnf,Cyp17a1,GO:0010893,positive regulation of steroid biosynthetic process,0.0014510838656689,0.00469699131207592,0.00214042201813107
Smc2,Cep63,GO:0070192,chromosome organization involved in meiotic cell cycle,0.13023179104756,0.189000307812717,0.0861275640931716
Tgfb2,Fkbp1a,GO:0061384,heart trabecula morphogenesis,0.0224602514614466,0.0456605315885727,0.0208075341592564
Ndufa12,Tmem186,GO:0010257,NADH dehydrogenase complex assembly,0.0421742659095942,0.0763730654974044,0.0348032559827243
Ptprs,Nrxn1,GO:1904861,excitatory synapse assembly,0.0094534823690817,0.0223809699283837,0.0101990226591817
Apoe,Adamts18,GO:0010544,negative regulation of platelet activation,0.203842791378912,0.271412481958351,0.123682845843396
Mecom,Ace,GO:0071425,hematopoietic stem cell proliferation,0.00776644911718949,0.0193595160209826,0.00882214413408359
Nck2,Lrrk2,GO:1902235,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,0.00816904469069394,0.0198908594279102,0.00906427767272836
Ptpro,Yap1,GO:0035850,epithelial cell differentiation involved in kidney development,0.00876544909514296,0.0209593339330526,0.00955118220472924
Cd36,Park7,GO:0046823,negative regulation of nucleocytoplasmic transport,0.000975045419723595,0.00336154771719223,0.00153185949703119
Src,Ptgs2,GO:0071498,cellular response to fluid shear stress,0.000660359749606048,0.00245786884414938,0.00112005244254338
Ccl12,Adam17,GO:1901623,regulation of lymphocyte chemotaxis,0.0171224300890434,0.0368757625343377,0.0168043091459296
Cycs,Cox5a,GO:0006123,mitochondrial electron transport cytochrome c to oxygen,0.0959149575874221,0.147913697000335,0.0674043686282142
Cat,Tet2,GO:0020027,hemoglobin metabolic process,0.0788837910449651,0.128351338600546,0.058489789089217
Ghrl,Plec,GO:0032094,response to food,0.00776644911718949,0.0193595160209826,0.00882214413408359
Mapt,Sybu,GO:0051654,establishment of mitochondrion localization,0.00597225186898746,0.0154735616605584,0.00705131218616838
Ece1,Tgfb2,GO:0060037,pharyngeal system development,0.400304673415583,0.472269558524002,0.215213547225202
Tarbp2,Ppid,GO:0045070,positive regulation of viral genome replication,0.0108702734890186,0.0249840963255669,0.0113852690638076
Icam1,Rhoa,GO:1904996,positive regulation of leukocyte adhesion to vascular endothelial cell,0.00597225186898746,0.0154735616605584,0.00705131218616838
Nup62,Psen1,GO:0042059,negative regulation of epidermal growth factor receptor signaling pathway,0.007010775582931,0.0178085183705126,0.00811535348863354
Hsd11b1,Cyp17a1,GO:0006704,glucocorticoid biosynthetic process,0.00567609394845564,0.0148346822189987,0.0067601744060899
Ptk2b,Prkcq,GO:2000573,positive regulation of DNA biosynthetic process,0.14192773242653,0.201240814634633,0.0917055710712454
Egr2,Park7,GO:0016925,protein sumoylation,0.0136874152075154,0.0306469061043695,0.0139658151899787
